idx,inf_mu1,sup_mu1,inf_mu2,sup_mu2
416,74.6313759949844,106.831675159661,145.57326069038,187.414021611532
417,74.5630567080306,106.774647664838,145.499376755825,187.36255640548
418,74.4946277918098,106.717447853591,145.425387149727,187.310914923666
419,74.4260893717136,106.660075738323,145.351292048645,187.259097127322
420,74.3574415728782,106.602531332006,145.277091628827,187.207102978303
421,74.2886845210222,106.544814647335,145.202786067479,187.154932437811
422,74.2198183413943,106.486925697786,145.128375541165,187.102585468003
423,74.1508431595426,106.428864496844,145.05386022698,187.050062030809
424,74.0817591010498,106.370631058267,144.979240302142,186.997362088347
425,74.0125662913857,106.312225396234,144.904515943772,186.94448560314
426,73.9432648559679,106.253647525286,144.829687328985,186.891432538028
427,73.8738549297338,106.19489745075,144.754754649431,186.838202841618
428,73.8043366197675,106.135975206116,144.679718054511,186.784796505079
429,73.7347100609853,106.076880797349,144.604577735983,186.731213477527
430,73.6649753787572,106.017614240267,144.529333871173,186.677453722821
431,73.5951326987915,105.958175550659,144.453986637991,186.623517204542
432,73.5251821466457,105.89856474477,144.378536214189,186.569403886735
433,73.4551238479674,105.838781839064,144.302982777722,186.51511373355
434,73.3849579283489,105.778826850364,144.227326506533,186.460646709455
435,73.3146845134953,105.718699795692,144.151567578805,186.406002778988
436,73.2443037291419,105.658400692341,144.075706172832,186.351181906879
437,73.1738157008106,105.597929558127,143.999742466655,186.29618405842
438,73.1032205541682,105.537286411028,143.923676638598,186.241009198922
439,73.0325184149984,105.476471269209,143.847508867235,186.18565729376
440,72.9617094089509,105.415484151276,143.771239331,186.130128308747
441,72.8907936616927,105.354325076124,143.694868208415,186.074422209916
442,72.8197712989146,105.292994062929,143.618395678111,186.018538963502
443,72.7486424463203,105.231491131161,143.541821918797,185.962478535958
444,72.6774072295575,105.16981630065,143.465147109166,185.906240894068
445,72.6060657743928,105.107969591413,143.388371428152,185.849826004673
446,72.5346182063868,105.045951023977,143.311495054442,185.79323383517
